NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Aptesis terminata	AHCYFATMKEU	Aptesis terminata	TDAAT057-19
Aptesis subguttata	AHCYFATMJEB	Aptesis subguttata	
Aptesis orbitalis	AHCYFATMICX	Aptesis orbitalis	NOPRA982-17
Aptesis nigrocincta	AHCYFATMHCF	Aptesis nigrocincta	BCHYM13399-16
Aptesis nigritula	AHCYFATMGBM	Aptesis nigritula	NOPRA981-17
Aptesis nigricollis	AHCYFATMFAU	Aptesis nigricollis	BCHYM13174-16
Aptesis jejunator	AHCYFATMEAC	Aptesis jejunator	BCHYM15738-17
Aptesis improba	AHCYFATMCZJ	Aptesis improba	ICHFI263-12
Aptesis gravipes	AHCYFATMBYR	Aptesis gravipes	
Aptesis cretata	AHCYFATMAXY	Aptesis cretata	DTNHM5216-23
Apsilops cinctorius	AHCYFATLZFL	Apsilops cinctorius	BGLIB298-23
Apophua cicatricosa	AHCYFATLXMX	Apophua cicatricosa	BGLIB324-23
Apophua bipunctoria	AHCYFATLWLT	Apophua bipunctoria	BCHYM7289-15
Aphanistes ruficornis	AHCYFATLUTG	Aphanistes ruficornis	BCHYM15878-17
Aphanistes gliscens	AHCYFATLTSN	Aphanistes gliscens	BCHYM16281-17
Aperileptus plagiatus	AHCYFATLSAA	Aperileptus plagiatus	
Aperileptus microspilus	AHCYFATLQZI	Aperileptus microspilus	COLHH2868-20
Aperileptus melanopsis	AHCYFATLPYP	Aperileptus melanopsis	NOPRA692-17
Aperileptus infuscatus	AHCYFATLOXX	Aperileptus infuscatus	BCHYM14789-16
Aperileptus impurus	AHCYFATLNXE	Aperileptus impurus	HYCNG902-12
Aperileptus flavus	AHCYFATLMWM	Aperileptus flavus	GBMND19519-21
Aperileptus albipalpus	AHCYFATLLVT	Aperileptus albipalpus	ASGLF195-11
Apechthis rufata	AHCYFATLKCU	Apechthis rufata	BCHYM10117-15
Apechthis quadridentata	AHCYFATLJCC	Apechthis quadridentata	BCHYM2499-14
Apechthis compunctor	AHCYFATLIBK	Apechthis compunctor	BCHYM13161-16
Apaeleticus mesostictus	AHCYFATLGIW	Apaeleticus mesostictus	
Apaeleticus inimicus	AHCYFATLFIE	Apaeleticus inimicus	DTNHM4252-22
Apaeleticus haematodus	AHCYFATLEHL	Apaeleticus haematodus	
Apaeleticus bellicosus	AHCYFATLDGT	Apaeleticus bellicosus	COLHH544-18
Aoplus theresae	AHCYFATLBOF	Aoplus theresae	COLHH1993-18
Aoplus ruficeps	AHCYFATLANN	Aoplus ruficeps	AMTPA031-15
Aoplus personatus	AHCYFATKZMV	Aoplus personatus	
Aoplus ochropis	AHCYFATKYLQ	Aoplus ochropis	BBHYL624-10
Aoplus deletus	AHCYFATKXKY	Aoplus deletus	NSMTP506-15
Aoplus defraudator	AHCYFATKWKG	Aoplus defraudator	CNRMD384-12
Aoplus castaneus	AHCYFATKVJN	Aoplus castaneus	BCHYM513-13
Anoncus gracilicornis	AHCYFATKTRA	Anoncus gracilicornis	BCHYM14012-16
Anomalon cruentatum	AHCYFATKRYM	Anomalon cruentatum	ANOWP085-20
Anisotacrus xanthostigma	AHCYFATKQFZ	Anisotacrus xanthostigma	BCHYM13463-16
Anisopygus pseudonymus	AHCYFATKONM	Anisopygus pseudonymus	NSMTP491-15
Anisobas hostilis	AHCYFATKLTU	Anisobas hostilis	
Anisobas cingulatellus	AHCYFATKKTC	Anisobas cingulatellus	BGLIB295-23
Aneuclis melanaria	AHCYFATKJAO	Aneuclis melanaria	
Amblyteles armatorius	AHCYFATKHIB	Amblyteles armatorius	ANBIO106-19
Amblyjoppa proteus	AHCYFATKFPN	Amblyjoppa proteus	BCHYM10474-15
Amblyjoppa fuscipennis	AHCYFATKEOV	Amblyjoppa fuscipennis	BCHYM10466-15
Alomya debellator	AHCYFATKCWI	Alomya debellator	BCHYM13307-16
Alloplasta plantaria	AHCYFATKBDJ	Alloplasta plantaria	
Alloplasta piceator	AHCYFATKACQ	Alloplasta piceator	BCHYM13310-16
Alexeter segmentarius	AHCYFATJYKD	Alexeter segmentarius	BCHYM13644-16
Alexeter rapinator	AHCYFATJXJK	Alexeter rapinator	BCHYM13641-16
Alexeter niger	AHCYFATJWIS	Alexeter niger	BCHYM13636-16
Alexeter nebulator	AHCYFATJVHZ	Alexeter nebulator	ASQIC288-09
Alexeter mutator	AHCYFATJUHH	Alexeter mutator	
Alexeter multicolor	AHCYFATJTGP	Alexeter multicolor	ASQIC287-09
Alexeter gracilentus	AHCYFATJSFW	Alexeter gracilentus	ASQIC284-09
Alexeter fallax	AHCYFATJRFE	Alexeter fallax	BCHYM13631-16
Alexeter coxalis	AHCYFATJQEL	Alexeter coxalis	ASQIC282-09
Alcima orbitale	AHCYFATJOHA	Alcima orbitale	BCHYM10222-15
Agrypon varitarsum	AHCYFATJMON	Agrypon varitarsum	ANOWP038-20
Agrypon interstitiale	AHCYFATJLNV	Agrypon interstitiale	
Agrypon flexorium	AHCYFATJGOS	Agrypon flexorium	AGAKI096-17
Agrypon flaveolatum	AHCYFATJFOA	Agrypon flaveolatum	ANOWP064-20
Agrypon clandestinum	AHCYFATJENH	Agrypon clandestinum	ANOWP073-20
Agrypon canaliculatum	AHCYFATJDMP	Agrypon canaliculatum	ANOWP079-20
Agrypon batis	AHCYFATJCLL	Agrypon batis	BCHYM16305-17
Agrypon anxium	AHCYFATJBKS	Agrypon anxium	BCHYM15873-17
Agrypon anomelas	AHCYFATJAKA	Agrypon anomelas	ANOWP081-20
Agrothereutes mandator	AHCYFATIYRM	Agrothereutes mandator	ABOTH3789-22
Agrothereutes fumipennis	AHCYFATIXQU	Agrothereutes fumipennis	GMBMP1570-18
Agrothereutes adustus	AHCYFATIWQC	Agrothereutes adustus	
Agrothereutes abbreviatus	AHCYFATIVTV	Agrothereutes abbreviatus	ASAHY469-13
Agasthenes varitarsus	AHCYFATIUFT	Agasthenes varitarsus	
Afrephialtes cicatricosus	AHCYFATISRS	Afrephialtes cicatricosus	
Aethecerus placidus	AHCYFATIQYT	Aethecerus placidus	BGLIB293-23
Aethecerus pallicoxa	AHCYFATIPYA	Aethecerus pallicoxa	
Aethecerus nitidus	AHCYFATIOXI	Aethecerus nitidus	ASWAV135-08
Aethecerus longulus	AHCYFATINWP	Aethecerus longulus	BCHYM158-13
Aethecerus erythrocerus	AHCYFATIMVX	Aethecerus erythrocerus	
Aethecerus dispar	AHCYFATILVE	Aethecerus dispar	BCHYM719-13
Aethecerus discolor	AHCYFATIKUM	Aethecerus discolor	BCHYM718-13
Adelognathus chrysopygus	AHCYFATIJGK	Adelognathus chrysopygus	BCHYM13916-16
Acrotomus succinctus	AHCYFATIHSJ	Acrotomus succinctus	AMTPA275-15
Acrotomus lucidulus	AHCYFATIGRQ	Acrotomus lucidulus	BCHYM3483-14
Acroricnus stylator	AHCYFATIEYR	Acroricnus stylator	BCHYM16808-18
Acropimpla pictipes	AHCYFATIDGE	Acropimpla pictipes	BCHYM2670-14
Acropimpla didyma	AHCYFATICJX	Acropimpla didyma	FBICA574-12
Acrolyta rufocincta	AHCYFATIAVV	Acrolyta rufocincta	AMTPB1129-15
Acrodactyla quadrisculpta	AHCYFATHZDI	Acrodactyla quadrisculpta	ABOTH11235-23
Megaetaira madida	AHCYFATHYCQ	Megaetaira madida	BCHYM2672-14
Acrodactyla degener	AHCYFATHXGJ	Acrodactyla degener	AMCAJ1009-19
Acrodactyla carinator	AHCYFATHWFQ	Acrodactyla carinator	BCHYM2633-14
Acolobus sericeus	AHCYFATHUND	Acolobus sericeus	BGLIB292-23
Aclastus solutus	AHCYFATHSUE	Aclastus solutus	AMCAF780-19
Aclastus minutus	AHCYFATHRXX	Aclastus minutus	COLHH2425-18
Aclastus micator	AHCYFATHQXF	Aclastus micator	AMTPB1389-15
Aclastus gracilis	AHCYFATHQAY	Aclastus gracilis	AMCAF949-19
Aclastus eugracilis	AHCYFATHPAG	Aclastus eugracilis	ICHFI637-12
Achaius oratorius	AHCYFATHNME	Achaius oratorius	ASQIC388-09
Acaenitus dubitator	AHCYFATHLYC	Acaenitus dubitator	BGLIB331-23
Absyrtus vicinator	AHCYFATHKKB	Absyrtus vicinator	ASQIC262-09
Ibalia leucospoides	AHCYFATGKRK	Ibalia leucospoides	COLHH3544-22
Ibalia drewseni	AHCYFATGJQG	Ibalia drewseni	
Helorus ruficornis	AHCYFATGEVQ	Helorus ruficornis	BCHYM2254-14
Gasteruption caucasicum	AHCYFATGAAZ	Gasteruption caucasicum	BCHYM19169-21
Gasteruption assectator	AHCYFATFZAG	Gasteruption assectator	BBHEC790-10
Brachygaster minuta	AHCYFATFQLG	Brachygaster minuta	
Neodiprion sertifer	AHCYFATFLQE	Neodiprion sertifer	FBSYB1707-12
Monoctenus obscuratus	AHCYFATFKCC	Monoctenus obscuratus	BASYM1002-11
Monoctenus juniperi	AHCYFATFJBJ	Monoctenus juniperi	BASYM1021-11
Microdiprion pallipes	AHCYFATFHNI	Microdiprion pallipes	BASYM469-11
Macrodiprion nemoralis	AHCYFATFFZG	Macrodiprion nemoralis	FBSYM417-10
Gilpinia virens	AHCYFATFDKM	Gilpinia virens	BASYM463-11
Gilpinia variegata	AHCYFATFCJU	Gilpinia variegata	BASYM2897-13
Gilpinia polytoma	AHCYFATFBNN	Gilpinia polytoma	BASYM872-11
Gilpinia pallida	AHCYFATFARG	Gilpinia pallida	LEFIJ23704-21
Gilpinia laricis	AHCYFATEZQC	Gilpinia laricis	FISYO160-18
Gilpinia hercyniae	AHCYFATEYTV	Gilpinia hercyniae	BBHEC114-09
Gilpinia frutetorum	AHCYFATEXTD	Gilpinia frutetorum	BASYM461-11
Gilpinia catocala	AHCYFATEWWW	Gilpinia catocala	
Diprion similis	AHCYFATEVIV	Diprion similis	ASGLE1577-10
Diprion pini	AHCYFATEUIC	Diprion pini	ACUFI1777-14
Trichiosoma vitellina	AHCYFATENHD	Trichiosoma vitellina	COLHH1930-18
Trichiosoma tibiale	AHCYFATEMKX	Trichiosoma tibiale	DTNHM7177-23
Trichiosoma sylvaticum	AHCYFATELOQ	Trichiosoma sylvaticum	
Trichiosoma sorbi	AHCYFATEKNX	Trichiosoma sorbi	COLHH1924-18
Trichiosoma lucorum	AHCYFATEJNF	Trichiosoma lucorum	BASYM1858-11
Trichiosoma latreillii	AHCYFATEIQY	Trichiosoma latreillii	COLHH1928-18
Pseudoclavellaria amerinae	AHCYFATEGYL	Pseudoclavellaria amerinae	BGLIB347-23
Cimbex quadrimaculatus	AHCYFATEFKJ	Cimbex quadrimaculatus	
Corynis crassicornis	AHCYFATEDRW	Corynis crassicornis	BASYM1648-11
Cimbex luteus	AHCYFATEBCQ	Cimbex luteus	BGLIB382-23
Cimbex femoratus	AHCYFATEAGJ	Cimbex femoratus	BCHYM344-13
Cimbex fagi	AHCYFATDZKD	Cimbex fagi	BASYM1426-11
Cimbex connatus	AHCYFATDYJK	Cimbex connatus	ACUFI1796-14
Abia sericea	AHCYFATDWQX	Abia sericea	DTNHM4391-22
Abia lonicerae	AHCYFATDVUQ	Abia lonicerae	BASYM2838-13
Abia fasciata	AHCYFATDUYJ	Abia fasciata	BASYM1533-11
Abia candens	AHCYFATDUCD	Abia candens	BASYM1604-11
Trachelus tabidus	AHCYFATDOYD	Trachelus tabidus	BASYM016-10
Janus luteipes	AHCYFATDNKB	Janus luteipes	BCHYM5032-14
Janus cynosbati	AHCYFATDMJJ	Janus cynosbati	BASYM3537-14
Janus compressus	AHCYFATDLNC	Janus compressus	BGLIB919-24
Phylloecus xanthostoma	AHCYFATDJZA	Phylloecus xanthostoma	FBSYB1408-12
Phylloecus nigra	AHCYFATDIYI	Phylloecus nigra	
Phylloecus linearis	AHCYFATDICB	Phylloecus linearis	BCHYM2900-14
Cephus spinipes	AHCYFATDGOA	Cephus spinipes	BASYM1000-11
Cephus pygmeus	AHCYFATDFNH	Cephus pygmeus	BASYM158-10
Cephus nigrinus	AHCYFATDERA	Cephus nigrinus	BASYM3273-14
Cephus infuscatus	AHCYFATDDUI	Cephus infuscatus	BCHYM3698-14
Cephus brachycercus	AHCYFATDBXJ	Cephus brachycercus	BASYM1001-11
Calameuta pallipes	AHCYFATDAJH	Calameuta pallipes	BASYM1504-11
Calameuta filiformis	AHCYFATCZNB	Calameuta filiformis	BASYM1764-11
Zele deceptor	AHCYFATCRLJ	Zele deceptor	AMTPA060-15
Zele chlorophthalmus	AHCYFATCQGF	Zele chlorophthalmus	AMTPA019-15
Zele caligatus	AHCYFATCPBB	Zele caligatus	GBMIN31653-13
Zele albiditarsus	AHCYFATCNVX	Zele albiditarsus	COLHH2686-19
Xynobius thomsoni	AHCYFATCLQA	Xynobius thomsoni	
Xynobius polyzonius	AHCYFATCJTB	Xynobius polyzonius	
Xynobius maculipes	AHCYFATCINX	Xynobius maculipes	
Xynobius geniculatus	AHCYFATCHEH	Xynobius geniculatus	
Xynobius comatus	AHCYFATCFYR	Xynobius comatus	
Xenarcha lustrator	AHCYFATCDSU	Xenarcha lustrator	BGLIB942-24
Xenarcha abnormis	AHCYFATCCNQ	Xenarcha abnormis	GBAH1639-06
Wroughtonia spinator	AHCYFATCAHU	Wroughtonia spinator	
Wesmaelia petiolata	AHCYFATBYBX	Wesmaelia petiolata	
Vipio longicauda	AHCYFATBVWA	Vipio longicauda	
Vipio appellator	AHCYFATBUQL	Vipio appellator	
Utetes truncatus	AHCYFATBSKO	Utetes truncatus	
Utetes trisulcus	AHCYFATBRFK	Utetes trisulcus	
Utetes testaceus	AHCYFATBQAG	Utetes testaceus	
Utetes ruficeps	AHCYFATBOVB	Utetes ruficeps	
Utetes rotundiventris	AHCYFATBNPX	Utetes rotundiventris	
Utetes fulvicollis	AHCYFATBMKT	Utetes fulvicollis	
Utetes ferrugator	AHCYFATBLFP	Utetes ferrugator	
Utetes coracinus	AHCYFATBKAL	Utetes coracinus	
Utetes caudatus	AHCYFATBIUV	Utetes caudatus	CGBTA604-08
Triraphis tricolor	AHCYFATBGOY	Triraphis tricolor	ASQSP558-08
Trioxys phyllaphidis	AHCYFATBEJC	Trioxys phyllaphidis	
Trioxys pallidus	AHCYFATBDDX	Trioxys pallidus	CNGRF305-12
Trioxys mutilus	AHCYFATBBYT	Trioxys mutilus	
Trioxys macroceratus	AHCYFATBATP	Trioxys macroceratus	
Trioxys lambersi	AHCYFATAZOL	Trioxys lambersi	
Trioxys humuli	AHCYFATAYJH	Trioxys humuli	
Trioxys compressicornis	AHCYFATAXED	Trioxys compressicornis	
Trioxys complanatus	AHCYFATAVYN	Trioxys complanatus	NZHYM795-11
Trioxys cirsii	AHCYFATAUTJ	Trioxys cirsii	GBART30822-23
Trioxys betulae	AHCYFATATOE	Trioxys betulae	
Trioxys auctus	AHCYFATASAD	Trioxys auctus	
Triaspis thoracica	AHCYFATAPUG	Triaspis thoracica	
Triaspis striatula	AHCYFATAOPC	Triaspis striatula	
Triaspis obscurella	AHCYFATAMEU	Triaspis obscurella	CGBTA147-08
Triaspis luteipes	AHCYFATAKZE	Triaspis luteipes	
Triaspis floricola	AHCYFATAJUA	Triaspis floricola	
Triaspis flavipalpis	AHCYFATAIOV	Triaspis flavipalpis	
Triaspis collaris	AHCYFATAHFG	Triaspis collaris	
Triaspis caudata	AHCYFATAGAB	Triaspis caudata	
Triaspis breviventris	AHCYFATAEUX	Triaspis breviventris	
Triaspis aciculata	AHCYFATADPT	Triaspis aciculata	
Trachyusa nigrothoracica	AHCYFATABJW	Trachyusa nigrothoracica	
Trachyusa aurora	AHCYFATAAES	Trachyusa aurora	
Trachionus ringens	AHCYFASZYCW	Trachionus ringens	AMTPB1768-15
Trachionus mandibularis	AHCYFASZWXR	Trachionus mandibularis	BRAAL441-19
Trachionus hians	AHCYFASZVSN	Trachionus hians	BGLIB728-24
Toxares deltiger	AHCYFASZTMR	Toxares deltiger	GBAH12582-15
Townesilitus deceptor	AHCYFASZRLG	Townesilitus deceptor	GBAH12574-15
Townesilitus bicolor	AHCYFASZQGC	Townesilitus bicolor	AMTPA272-15
Townesilitus aemulus	AHCYFASZPAX	Townesilitus aemulus	METEO232-19
Taphaeus hiator	AHCYFASZMZB	Taphaeus hiator	
Tanycarpa rufinotata	AHCYFASZKTE	Tanycarpa rufinotata	SICOD1424-19
Tanycarpa punctata	AHCYFASZJOA	Tanycarpa punctata	
Tanycarpa mitis	AHCYFASZIIW	Delias cinerascens	GBMIN13372-13
Tanycarpa gracilicornis	AHCYFASZHDS	Tanycarpa gracilicornis	
Tanycarpa bicolor	AHCYFASZFYO	Tanycarpa bicolor	
Tanycarpa amplipennis	AHCYFASZETJ	Tanycarpa amplipennis	
Syntretus zuijleni	AHCYFASZCRZ	Syntretus zuijleni	GBAH12035-15
Syntretus xanthocephalus	AHCYFASZBMU	Syntretus xanthocephalus	
Syntretus splendidus	AHCYFASZAHF	Syntretus splendidus	
Syntretus ocularis	AHCYFASYZCA	Syntretus ocularis	
Syntretus idalius	AHCYFASYUHK	Syntretus idalius	DTNHM7610-23
Syntretus fuscivalvis	AHCYFASYSXU	Syntretus fuscivalvis	GBAH12025-15
Syntretus flevo	AHCYFASYRSQ	Syntretus flevo	
Syntretus elegans	AHCYFASYQNL	Syntretus elegans	
Syntretus conterminus	AHCYFASYPHW	Syntretus conterminus	CGBTB868-09
Synelix semirugosa	AHCYFASYNGL	Synelix semirugosa	ASWAV161-08
Syncrasis halidayi	AHCYFASYLAO	Syncrasis halidayi	
Syncrasis fucicola	AHCYFASYJVK	Syncrasis fucicola	UKAN869-22
Symphanes aciculata	AHCYFASYHPN	Symphanes aciculata	
Streblocera macroscapus	AHCYFASYFOC	Streblocera macroscapus	
Streblocera flaviceps	AHCYFASYEIY	Streblocera flaviceps	GBAH11987-15
Spathius rubidus	AHCYFASYCHC	Spathius rubidus	BCHYM1955-14
Spathius polonicus	AHCYFASYBBY	Spathius polonicus	UKAN2546-23
Spathius pedestris	AHCYFASXZWT	Spathius pedestris	BGLIB713-24
Spathius exarator	AHCYFASXYRP	Spathius exarator	GBAH23004-19
Spathius erythrocephalus	AHCYFASXXML	Spathius erythrocephalus	GBAH23053-19
Spathius curvicaudis	AHCYFASXWHH	Spathius curvicaudis	UKAN2503-23
Spathicopis flavocephala	AHCYFASXUFW	Spathicopis flavocephala	GBAH11978-15
Sigalphus irrorator	AHCYFASXSEL	Sigalphus irrorator	
Shawiana laevis	AHCYFASXPYD	Shawiana laevis	
Shawiana catenator	AHCYFASXOSZ	Shawiana catenator	LEFIJ9458-19
Schizoprymnus rubens	AHCYFASXMNC	Schizoprymnus rubens	
Schizoprymnus pullatus	AHCYFASXLHY	Schizoprymnus pullatus	
Schizoprymnus parvus	AHCYFASXKCU	Schizoprymnus parvus	
Schizoprymnus pallidipennis	AHCYFASXIXP	Schizoprymnus pallidipennis	CGBTA009-08
Schizoprymnus obscurus	AHCYFASXHSL	Schizoprymnus obscurus	
Schizoprymnus hilaris	AHCYFASXGNH	Schizoprymnus hilaris	
Schizoprymnus angustatus	AHCYFASXFHR	Schizoprymnus angustatus	
Schizoprymnus ambiguus	AHCYFASXECN	Schizoprymnus ambiguus	CGBTA208-08
Sarops rea	AHCYFASXCBC	Sarops rea	BRAAL433-19
Sarops popovi	AHCYFASXAVY	Sarops popovi	
Rogas luteus	AHCYFASWYUN	Rogas luteus	ASQSP557-08
Rilipertus intricatus	AHCYFASWWTC	Rilipertus intricatus	GBAH20473-19
Rhyssalus clavator	AHCYFASWURR	Rhyssalus clavator	ASQBR1096-23
Rhysipolis varicoxa	AHCYFASWSLJ	? nr	
Rhysipolis meditator	AHCYFASWRGF	? nr	
Rhysipolis hariolator	AHCYFASWQBB	? nr	
Rhysipolis decorator	AHCYFASWOVX	? nr	
Pygostolus sticticus	AHCYFASWMUM	Pygostolus sticticus	BCHYM7719-15
Pygostolus otiorhynchi	AHCYFASWLPI	Pygostolus otiorhynchi	DTNHM8834-23
Pygostolus multiarticulatus	AHCYFASWKKD	Pygostolus multiarticulatus	
Pygostolus falcatus	AHCYFASWJEZ	Pygostolus falcatus	BARSD489-16
Psyttalia carinata	AHCYFASWHDD	Psyttalia carinata	GBMIN74428-17
Pseudovipio guttiventris	AHCYFASWEXG	Pseudovipio guttiventris	
Pseudichneutes levis	AHCYFASWCVV	Pseudichneutes levis	
Protodacnusa tristis	AHCYFASWAUK	Protodacnusa tristis	BRAAL449-19
Proterops nigripennis	AHCYFASVYSZ	Proterops nigripennis	BGLIB948-24
Protaphidius wissmannii	AHCYFASVWRP	Protaphidius wissmannii	GBART31368-23
Glyptapanteles vitripennis	AHCYFASVULG	Glyptapanteles vitripennis	BCNCA279-18
Glyptapanteles salepus	AHCYFASVTGC	Glyptapanteles salepus	
Glyptapanteles porthetriae	AHCYFASVSAY	Glyptapanteles porthetriae	BCHYM7328-15
Protapanteles popularis	AHCYFASVQVU	Protapanteles popularis	MARKC048-22
Glyptapanteles pinicola	AHCYFASVPQQ	Glyptapanteles pinicola	
Protapanteles parallelus	AHCYFASVOLL	Protapanteles parallelus	BCHYM18979-21
Glyptapanteles pallipes	AHCYFASVNGH	Glyptapanteles pallipes	GBDTA13894-21
Glyptapanteles octonarius	AHCYFASVLSG	Glyptapanteles octonarius	
Glyptapanteles mygdonia	AHCYFASVKNB	Glyptapanteles mygdonia	BCNCA285-18
Rasivalva marginata	AHCYFASVIYO	Rasivalva marginata	CNCBR571-09
Glyptapanteles majalis	AHCYFASVHTK	Glyptapanteles majalis	AMTPA1887-15
Glyptapanteles luciana	AHCYFASVGOG	Glyptapanteles luciana	
Sathon lateralis	AHCYFASVFJC	Sathon lateralis	GMNWJ2867-14
Glyptapanteles inclusus	AHCYFASVEDX	Glyptapanteles inclusus	
Protapanteles incertus	AHCYFASVCYT	Protapanteles incertus	BCNCA258-18
Protapanteles immunis	AHCYFASVBTP	Protapanteles immunis	AMTPA281-15
Glyptapanteles fulvipes	AHCYFASVAOL	Glyptapanteles fulvipes	ASCNC034-09
Distatrix formosa	AHCYFASUZJH	Distatrix formosa	BCHYM18956-21
Sathon fausta	AHCYFASUYDR	Sathon fausta	MARKC033-22
Sathon falcatus	AHCYFASUWYN	Sathon falcatus	AAHYM275-16
Sathon eugeni	AHCYFASUVTJ	Sathon eugeni	ASQSR252-11
Protapanteles endemus	AHCYFASUUOE	Protapanteles endemus	GBDTA14865-21
Protapanteles delitutus	AHCYFASUTJA	Protapanteles delitutus	
Glyptapanteles compressiventris	AHCYFASUSDW	Glyptapanteles compressiventris	ASWAY614-08
Glyptapanteles callidus	AHCYFASUQYS	Glyptapanteles callidus	
Rasivalva calceata	AHCYFASUPTO	Rasivalva calceata	
Protapanteles anchisiades	AHCYFASUOOJ	Protapanteles anchisiades	AAHYM049-16
Glyptapanteles aliphera	AHCYFASUNJF	Glyptapanteles aliphera	
Praon yomenae	AHCYFASULHJ	Praon yomenae	GBAHB1049-14
Praon volucre	AHCYFASUKCF	Praon volucre	ASWAX857-08
Praon spinosum	AHCYFASUIXA	Praon spinosum	
Praon pubescens	AHCYFASUHRW	Praon pubescens	
Praon necans	AHCYFASUGMS	Praon necans	
Praon myzophagum	AHCYFASUFHO	Praon myzophagum	
Praon longicorne	AHCYFASUECK	Praon longicorne	DRYAS11087-15
Praon gallicum	AHCYFASUCXF	Praon gallicum	BBHYK246-10
Praon flavinode	AHCYFASUBSB	Praon flavinode	ANBIO453-22
Praon exsoletum	AHCYFASUAMX	Praon exsoletum	AGAKQ1949-17
Praon dorsale	AHCYFASTZHH	Praon dorsale	GBAH23373-19
Praon absinthii	AHCYFASTYCD	Praon absinthii	
Praon abjectum	AHCYFASTWWZ	Praon abjectum	GBAHB341-13
Polemochartus melas	AHCYFASTUVO	Polemochartus melas	BRAAL272-19
Polemochartus liparae	AHCYFASTTQK	Polemochartus liparae	BRAAL270-19
Polemochartus aboletus	AHCYFASTSLG	Polemochartus aboletus	
Pigeria wolschrijni	AHCYFASTQJV	Pigeria wolschrijni	
Pigeria piger	AHCYFASTPER	Pigeria piger	
Phanerotoma tritoma	AHCYFASTNCU	Phanerotoma tritoma	ASQBR681-09
Phanerotoma rufescens	AHCYFASTLTE	Phanerotoma rufescens	NOFIG363-15
Phanerotoma obscura	AHCYFASTKOA	Phanerotoma obscura	
Phanerotoma dentata	AHCYFASTJIW	Phanerotoma dentata	DTNHM5263-23
Phanerotoma bilinea	AHCYFASTIDS	Phanerotoma bilinea	
Phanerotoma acuminata	AHCYFASTGYN	Phanerotoma acuminata	
Phaenocarpa ungularis	AHCYFASTEXD	Phaenocarpa ungularis	
Phaenocarpa theodori	AHCYFASTDRY	Phaenocarpa theodori	
Phaenocarpa tacita	AHCYFASTCMJ	Phaenocarpa tacita	
Phaenocarpa styriaca	AHCYFASTBHE	Phaenocarpa styriaca	
Phaenocarpa seitneri	AHCYFASTACA	Phaenocarpa seitneri	
Phaenocarpa ruficeps	AHCYFASSYWW	Phaenocarpa ruficeps	BGLIB727-24
Phaenocarpa pullata	AHCYFASSXRS	Phaenocarpa pullata	
Phaenocarpa pratellae	AHCYFASSWMO	Phaenocarpa pratellae	
Phaenocarpa picinervis	AHCYFASSVHK	Phaenocarpa picinervis	GMPTA10083-23
Phaenocarpa notabilis	AHCYFASSUCF	Phaenocarpa notabilis	
Phaenocarpa nitida	AHCYFASSSXB	Phaenocarpa nitida	
Phaenocarpa maria	AHCYFASSRRX	Aegla uruguayana sp.1	FCFC071-04
Phaenocarpa luteipes	AHCYFASSQMH	Phaenocarpa luteipes	
Phaenocarpa livida	AHCYFASSPHD	Phaenocarpa livida	
Phaenocarpa helophilae	AHCYFASSOBZ	Phaenocarpa helophilae	
Phaenocarpa galatea	AHCYFASSMWV	Phaenocarpa galatea	
Phaenocarpa flavipes	AHCYFASSLRQ	Phaenocarpa flavipes	
Phaenocarpa eunice	AHCYFASSKMM	Phaenocarpa eunice	
Phaenocarpa eugenia	AHCYFASSJHI	Phaenocarpa eugenia	NOPRA1487-18
Phaenocarpa curticauda	AHCYFASSICE	Phaenocarpa curticauda	
Phaenocarpa conspurcator	AHCYFASSGXA	Phaenocarpa conspurcator	BBTH711-17
Phaenocarpa canaliculata	AHCYFASSFRW	Phaenocarpa canaliculata	
Phaedrotoma variegata	AHCYFASSDPZ	Phaedrotoma variegata	
Phaedrotoma tacita	AHCYFASSCKV	Phaedrotoma tacita	
Phaedrotoma rudis	AHCYFASSBFR	Phaedrotoma rudis	GBAH20469-19
Phaedrotoma rudiformis	AHCYFASSAAN	Phaedrotoma rudiformis	
Phaedrotoma rex	AHCYFASRVTF	Phaedrotoma rex	
Phaedrotoma reptantis	AHCYFASRUOB	Phaedrotoma reptantis	
Phaedrotoma reconditor	AHCYFASRTIX	Phaedrotoma reconditor	
Phaedrotoma pulchriceps	AHCYFASRSDH	Phaedrotoma pulchriceps	
Phaedrotoma monticola	AHCYFASRPSZ	Phaedrotoma monticola	
Phaedrotoma heringi	AHCYFASRONU	Phaedrotoma heringi	
Phaedrotoma exigua	AHCYFASRNIQ	Phaedrotoma exigua	
Phaedrotoma depeculator	AHCYFASRMDM	Phaedrotoma depeculator	
Phaedrotoma crassicrus	AHCYFASRKYI	Phaedrotoma crassicrus	
Phaedrotoma cingulata	AHCYFASRJTE	Phaedrotoma cingulata	
Phaedrotoma caesa	AHCYFASRINZ	Phaedrotoma caesa	GMGMP1592-18
Peristenus relictus	AHCYFASRGMD	Peristenus relictus	CYNNI259-13
Peristenus picipes	AHCYFASRFGZ	Peristenus picipes	
Peristenus pallipes	AHCYFASREBV	Peristenus pallipes	GBAH22358-19
Peristenus obscuripes	AHCYFASRCWQ	Peristenus obscuripes	
Peristenus nitidus	AHCYFASRBRM	Peristenus nitidus	ANBIO459-22
